,Term,pval,padj,NES,Top_up,Top_down,Direction_up,Direction_down
amiodarone-3296,amiodarone-3296,0.031,0.17924170616113747,-1.272259306505298,100.0,0.0,neg,pos
amiodarone-4657,amiodarone-4657,0.967,0.9915447974449487,0.016245616436513788,98.33333333333333,98.4126984126984,neg,neg
amiodarone-5253,amiodarone-5253,0.5675,0.915288279773157,-0.32774492023935964,100.0,98.46153846153847,neg,neg
amiodarone-5618,amiodarone-5618,0.9435,0.983418497700562,-0.026776541666195586,98.55072463768117,100.0,neg,neg
amiprilose-3000,amiprilose-3000,0.8155,0.9560910815939279,-0.09657794329726471,1.5625,0.0,pos,pos
amiprilose-3339,amiprilose-3339,0.0145,0.11153846153846154,-1.356313304969623,98.48484848484848,0.0,neg,pos
amiprilose-4000,amiprilose-4000,0.2915,0.7130504403522817,0.9056963986091623,0.0,98.27586206896551,pos,neg
amiprilose-4119,amiprilose-4119,0.0555,0.2564772727272727,-1.1962416305360237,95.52238805970148,1.5384615384615385,neg,pos
amitriptyline-167,amitriptyline-167,0.0655,0.28256718528995756,1.173749533543031,0.0,100.0,pos,neg
amitriptyline-1701,amitriptyline-1701,0.0175,0.12456242707117855,-1.3359249236291828,98.73417721518987,0.0,neg,pos
amitriptyline-1823,amitriptyline-1823,0.0045,0.05545454545454545,-1.5032725237614417,100.0,0.0,neg,pos
amitriptyline-1865,amitriptyline-1865,0.5405,0.915288279773157,-0.4024997383127732,98.71794871794873,100.0,neg,neg
amitriptyline-5453,amitriptyline-5453,0.2465,0.63391652613828,-0.9391440682171859,98.61111111111111,1.5384615384615385,neg,pos
amitriptyline-6353,amitriptyline-6353,0.0045,0.05545454545454545,-1.521258711383132,100.0,0.0,neg,pos
amodiaquine-1570,amodiaquine-1570,0.126,0.4237045203969129,-1.0756919612497164,100.0,0.0,neg,pos
amodiaquine-3186,amodiaquine-3186,0.913,0.983418497700562,-0.045339566523213026,0.0,1.5151515151515151,pos,pos
amodiaquine-5747,amodiaquine-5747,0.6585,0.9307478583005326,0.212696775313011,100.0,100.0,neg,neg
amodiaquine-6224,amodiaquine-6224,0.0125,0.1019385026737968,-1.3842956346781057,98.55072463768117,0.0,neg,pos
amoxapine-1513,amoxapine-1513,0.0145,0.11153846153846154,-1.3563046823949705,96.96969696969697,0.0,neg,pos
amoxapine-1931,amoxapine-1931,0.396,0.8628790581519801,-0.8054214080650177,100.0,0.0,neg,pos
amoxapine-2013,amoxapine-2013,0.628,0.915288279773157,-0.2378464129046826,97.10144927536231,100.0,neg,neg
amoxapine-4996,amoxapine-4996,0.587,0.915288279773157,-0.2953406012262722,98.52941176470588,98.50746268656717,neg,neg
amoxapine-6650,amoxapine-6650,0.7415,0.9426814140996487,-0.1483101399102733,0.0,0.0,pos,pos
amoxicillin-1265,amoxicillin-1265,0.9165,0.983418497700562,0.04322756226737401,100.0,100.0,neg,neg
amoxicillin-2620,amoxicillin-2620,0.1635,0.4855647517039922,-1.017269449127299,100.0,1.5384615384615385,neg,pos
amoxicillin-5385,amoxicillin-5385,0.002,0.03708206686930091,-1.7021090902735612,100.0,0.0,neg,pos
amoxicillin-6285,amoxicillin-6285,0.834,0.9593250611017109,0.08328674724282592,0.0,0.0,pos,pos
amphotericin B-2441,amphotericin B-2441,0.6525,0.9267171129220023,-0.21628743192578126,100.0,98.57142857142858,neg,neg
amphotericin B-3303,amphotericin B-3303,0.94,0.983418497700562,0.029802474502456877,0.0,0.0,pos,pos
amphotericin B-5404,amphotericin B-5404,0.6035,0.915288279773157,-0.2698542296813131,100.0,100.0,neg,neg
amphotericin B-6303,amphotericin B-6303,0.07,0.2936726272352132,-1.1639846907754092,100.0,0.0,neg,pos
ampicillin-1530,ampicillin-1530,0.2445,0.6303677092138631,0.940464657136455,0.0,100.0,pos,neg
ampicillin-2030,ampicillin-2030,0.811,0.9560667438271605,0.09885751083096517,100.0,100.0,neg,neg
ampicillin-5408,ampicillin-5408,0.159,0.478962962962963,-1.0247124695983734,98.63013698630137,0.0,neg,pos
ampicillin-6307,ampicillin-6307,0.8365,0.9593250611017109,-0.08179753087659158,98.4375,100.0,neg,neg
amprolium-1479,amprolium-1479,0.778,0.9446098868374032,0.11841637079840561,98.4375,98.64864864864865,neg,neg
amprolium-1898,amprolium-1898,0.7675,0.943520757758968,-0.12606494657749379,100.0,98.59154929577466,neg,neg
amprolium-1979,amprolium-1979,0.542,0.915288279773157,-0.39385196366344877,100.0,100.0,neg,neg
amprolium-4241,amprolium-4241,0.6315,0.915288279773157,0.23214230251904977,98.63013698630137,98.46153846153847,neg,neg
amprolium-4825,amprolium-4825,0.005,0.059223300970873784,-1.4862317417328865,100.0,0.0,neg,pos
ampyrone-1402,ampyrone-1402,0.0935,0.3544748290863891,1.1248729994407198,0.0,100.0,pos,neg
ampyrone-2086,ampyrone-2086,0.4465,0.915288279773157,0.7467548124051464,0.0,100.0,pos,neg
ampyrone-2249,ampyrone-2249,0.0805,0.32412541254125415,-1.1479088181170094,100.0,0.0,neg,pos
ampyrone-4507,ampyrone-4507,0.597,0.915288279773157,-0.28193436439143194,0.0,0.0,pos,pos
ampyrone-6845,ampyrone-6845,0.1115,0.39292316580011555,1.095051282987787,0.0,100.0,pos,neg
amrinone-2724,amrinone-2724,0.1745,0.5066396953831508,-1.0050764663668796,100.0,1.4705882352941175,neg,pos
amrinone-3465,amrinone-3465,0.0205,0.13592391304347826,-1.3173799729608469,98.59154929577466,1.4705882352941175,neg,pos
amrinone-4488,amrinone-4488,0.545,0.915288279773157,0.387090942527351,0.0,0.0,pos,pos
amrinone-6826,amrinone-6826,0.761,0.943520757758968,0.13276637169682842,98.4375,97.01492537313433,neg,neg
amylocaine-1491,amylocaine-1491,0.1515,0.46452905811623246,-1.0324090251873321,100.0,1.5625,neg,pos
amylocaine-1909,amylocaine-1909,0.9315,0.983418497700562,-0.03479509489046562,100.0,96.96969696969697,neg,neg
amylocaine-1991,amylocaine-1991,0.454,0.915288279773157,-0.7399207878734225,100.0,0.0,neg,pos
amylocaine-4089,amylocaine-4089,0.7675,0.943520757758968,0.1261687368085903,98.59154929577466,98.63013698630137,neg,neg
amylocaine-4169,amylocaine-4169,0.144,0.45536547433903574,-1.0452730881920629,98.4126984126984,0.0,neg,pos
anabasine-2512,anabasine-2512,0.0175,0.12456242707117855,1.330751984687181,0.0,100.0,pos,neg
anabasine-6074,anabasine-6074,0.945,0.983418497700562,0.02576652724343831,0.0,0.0,pos,pos
anabasine-6774,anabasine-6774,0.0485,0.2368694955964772,-1.2157967493584825,98.55072463768117,2.0408163265306123,neg,pos
