,Term,pval,padj,NES,Top_up,Top_down,Direction_up,Direction_down
glycopyrronium bromide-3427,glycopyrronium bromide-3427,0.35,0.8526357827476038,0.8318069355145687,0.0,100.0,pos,neg
glycopyrronium bromide-3687,glycopyrronium bromide-3687,0.0232,0.09889587700908456,-1.3543488551713043,100.0,0.0,neg,pos
glycopyrronium bromide-4709,glycopyrronium bromide-4709,0.0296,0.11824492468893257,1.3205782222934457,0.0,100.0,pos,neg
glycopyrronium bromide-7386,glycopyrronium bromide-7386,0.7854,0.9541804421429994,-0.11182580720332747,98.76543209876543,98.83720930232558,neg,neg
gossypol-2202,gossypol-2202,0.705,0.9358474394686094,-0.161132623529338,97.6470588235294,100.0,neg,neg
gossypol-3637,gossypol-3637,0.5162,0.9243036178765666,-0.44320568167165736,98.82352941176471,98.71794871794873,neg,neg
gossypol-3740,gossypol-3740,0.0006,0.011261538461538462,-1.8492399879387902,100.0,0.0,neg,pos
gossypol-4296,gossypol-4296,0.0006,0.011261538461538462,-1.8127205818085805,98.86363636363636,0.0,neg,pos
gossypol-4762,gossypol-4762,0.793,0.9578811881188118,-0.10784225033802686,100.0,98.76543209876543,neg,neg
gossypol-6058,gossypol-6058,0.5816,0.9243036178765666,0.28442432211371704,100.0,100.0,neg,neg
gramine-2143,gramine-2143,0.0838,0.25094747177221405,-1.1540014903637246,100.0,1.3333333333333335,neg,pos
gramine-2799,gramine-2799,0.523,0.9243036178765666,0.40912050392645105,98.86363636363636,100.0,neg,neg
gramine-3999,gramine-3999,0.9374,0.9920832610581093,0.032862757481074145,0.0,0.0,pos,pos
gramine-4118,gramine-4118,0.023,0.09838709677419355,-1.3550482712482388,100.0,0.0,neg,pos
griseofulvin-2293,griseofulvin-2293,0.695,0.9354855758643471,-0.16743701296381197,0.0,0.0,pos,pos
griseofulvin-2332,griseofulvin-2332,0.9424,0.9927636803038149,0.03076342809817134,100.0,100.0,neg,neg
griseofulvin-3664,griseofulvin-3664,0.6306,0.9243036178765666,0.21853378955921754,98.80952380952381,98.79518072289156,neg,neg
griseofulvin-4687,griseofulvin-4687,0.004,0.03234848484848484,1.581859932958169,1.1764705882352942,97.5609756097561,pos,neg
griseofulvin-7363,griseofulvin-7363,0.7084,0.9358474394686094,-0.1585866356911434,98.9247311827957,100.0,neg,neg
guaifenesin-2569,guaifenesin-2569,0.54,0.9243036178765666,0.35581880042402614,97.53086419753086,98.76543209876543,neg,neg
